鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price Yuan,the unit price a Yuan square meter,the berth category,berth shifting total area square meter,the berth total price Yuan,the note,serial number
湖西鄉,房地(土地+建物),澎湖縣湖西鄉紅羅罩91~120號,408.13,,鄉村區,乙種建築用地,1070810,土地1建物1車位0,全,一層,透天厝,住家用,加強磚造,0900202,125.75,3,2,2,有,無,1280977,10187,,0.0,0,,RPRNMLRKIINFFAX27CA
湖西鄉,土地,葉新段1501~1530地號,498.65,,一般農業區,農牧用地,1070921,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1750000,3509,,0.0,0,"交通用地不計價,土地增值稅由買方負擔",RPPNMLSKIINFFAX17CA
馬公市,房地(土地+建物),澎湖縣馬公市東衛里2鄰東衛1~30號,125.38,,鄉村區,乙種建築用地,1070914,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0830525,192.47,4,2,4,有,無,6000000,31174,,0.0,0,,RPSNMLLJIINFFAX76DA
馬公市,房地(土地+建物),澎湖縣馬公市光復路271~300號,25.04,住,,,1070917,土地3建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860320,127.25,3,2,2,有,有,4920000,38664,,0.0,0,,RPTNMLQLIINFFAX47CA
馬公市,房地(土地+建物),澎湖縣馬公市光復路151~180號,41.52,住,,,1070820,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0670802,67.12,2,2,1,有,無,6500000,96841,,0.0,0,,RPRNMLOJIINFFAX86CA
馬公市,房地(土地+建物),澎湖縣馬公市光武街1~30號,148.0,商,,,1070904,土地2建物2車位0,全,三層,透天厝,住商用,鋼筋混凝土加強空心磚造,0570705,315.29,6,2,4,有,無,30000000,95150,,0.0,0,,RPPNMLPJIINFFAX76CA
白沙鄉,土地,中屯新段991~1020地號,329.12,,鄉村區,乙種建築用地,1070823,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1650000,5013,,0.0,0,,RPQNMLPJIINFFAX86CA
馬公市,房地(土地+建物)+車位,澎湖縣馬公市五福路3巷31~60號,52.8,,鄉村區,乙種建築用地,1070910,土地1建物1車位1,四層，夾層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0840530,128.79,4,2,2,有,無,4500000,34941,一樓平面,0.0,0,,RPVNMLQLIINFFAX67CA
湖西鄉,土地,城北段901~930地號,2353.92,,一般農業區,農牧用地,1070915,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,18854000,8010,,0.0,0,,RPRNMLLMIINFFAX86CA
馬公市,土地,興仁段631~660地號,4086.25,,一般農業區,農牧用地,1070912,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,18541350,4537,,0.0,0,依土地法第34條之1處分,RPSNMLQLIINFFAX37CA
馬公市,土地,北極段1021~1050地號,180.8,住,,,1070608,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,909800,5032,,0.0,0,,RPQNMLTJIINFFAX47EA
馬公市,土地,雙湖段391~420地號,427.08,,鄉村區,乙種建築用地,1070919,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7105450,16637,,0.0,0,,RPRNMLSJIINFFAX27CA
馬公市,房地(土地+建物),澎湖縣馬公市西衛61~90號,244.89,,一般農業區,甲種建築用地,1071001,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1070827,317.24,7,2,6,有,無,12260000,38646,,0.0,0,,RPPNMLTJIINFFAX17CA
馬公市,土地,馬公段511~540地號,25.0,商,,,1070905,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2925000,117000,,0.0,0,,RPRNMLTJIINFFAX37CA
馬公市,房地(土地+建物),澎湖縣馬公市朝陽路31~60號,49.9,商,,,1070921,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0730411,145.8,4,2,3,有,無,6100000,41838,,0.0,0,,RPPNMLLKIINFFAX09CA
西嶼鄉,土地,二崁南段1051~1080地號,4105.1,,一般農業區,農牧用地,1070710,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2600000,633,,0.0,0,,RPPNMLNKIINFFAX66CA
馬公市,房地(土地+建物),澎湖縣馬公市石泉1~30號,111.64,,一般農業區,甲種建築用地,1070913,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0870702,203.33,5,1,5,有,無,5300000,26066,,0.0,0,,RPUNMLSKIINFFAX67CA
馬公市,土地,烏崁新段391~420地號,389.82,,一般農業區,農牧用地,1070822,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1768800,4537,,0.0,0,,RPRNMLSKIINFFAX37CA
馬公市,土地,烏崁新段421~450地號,45.11,,一般農業區,農牧用地,1070822,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,204600,4536,,0.0,0,,RPSNMLSKIINFFAX47CA
馬公市,房地(土地+建物),澎湖縣馬公市西文澳1~30號,31.28,住,,,1070912,土地3建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820831,152.29000000000002,4,2,2,有,有,3900000,25609,,0.0,0,,RPRNMLLKIINFFAX66CA
馬公市,房地(土地+建物),澎湖縣馬公市三多路146巷15弄1~30號,52.65,住,,,1071003,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0681105,68.32,3,1,2,有,無,2200000,32201,,0.0,0,,RPQNMLLKIINFFAX76EA
