鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price Yuan,the unit price a Yuan square meter,the berth category,berth shifting total area square meter,the berth total price Yuan,the note,serial number
南投市,房地(土地+建物),南投縣南投市中正路36391~36420號,65.64,住,,,1071001,土地2建物1車位0,一層,3,套房(1房1廳1衛),住家用,鋼筋混凝土造,0790215,55.44,1,0,1,有,無,有,5000,90,,0.0,0,,RPPOMLLJIINFFAM18CC
南投市,建物,南投縣南投市大同街1巷1~30號,0.0,住,,,1070910,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0870106,22.18,0,0,0,無,無,有,10500,473,,0.0,0,,RPUOMLLJIINFFAM68CC
草屯鎮,房地(土地+建物),南投縣草屯鎮虎山路332巷31~60號,31.0,住,,,1070928,土地1建物1車位0,一層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850112,124.94,3,2,2,有,無,無,12000,96,,0.0,0,,RPQNMLNJIINFFBM48CC
南投市,房地(土地+建物),南投縣南投市中興路466巷1~30號,12.28,住,,,1070928,土地1建物1車位0,二層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831109,122.02000000000001,3,2,2,有,無,有,8500,70,,0.0,0,,RPRNMLPJIINFFAM68CC
