鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price Yuan,the unit price a Yuan square meter,the berth category,berth shifting total area square meter,the berth total price Yuan,the note,serial number
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市博東路151~180號,18.5,住,,,1071001,土地1建物1車位1,十五層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870319,150.3,4,2,2,有,有,有,13000,86,坡道平面,30.51,0,,RPQOMLMJIINFFAI97CC
嘉義市,房地(土地+建物),嘉義市嘉義市東洋新?601~630號,8.88,住,,,1070914,土地1建物1車位0,四層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0731129,42.02,1,0,1,有,有,有,4500,107,,0.0,0,含管理費、稅金或水電等費用。,RPVNMLNJIINFFAI58DC
嘉義市,房地(土地+建物),嘉義市嘉義市忠順一街1~30號,16.1,商,,,1070915,土地1建物1車位0,一層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820317,118.75,3,2,2,有,有,有,12000,101,,0.0,0,,RPOOMLNJIINFFAI97DC
嘉義市,建物,嘉義市嘉義市民生北路151~180號,0.0,住,,,1071004,土地0建物0車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820105,86.41,1,1,1,有,無,無,15000,174,,0.0,0,,RPTNMLSJIINFFAI78CC
嘉義市,房地(土地+建物),嘉義市嘉義市博東路151~180號,3.5,住,,,1071001,土地1建物1車位0,十二層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870319,147.12,4,2,2,有,有,有,11000,75,,0.0,0,,RPXNMLSJIINFFAI56CC
嘉義市,房地(土地+建物),嘉義市嘉義市博東路151~180號,18.49,住,,,1071010,土地1建物1車位0,二層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870319,104.66,4,2,2,有,有,無,11000,105,,0.0,0,,RPTNMLKKIINFFAI08CC
