鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
西屯區,房地(土地+建物),臺中市西屯區臺灣大道四段1141~1170號,7.84,住,,,1070823,土地1建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951113,63.5,1,1,1,有,有,有,15000,236,,0.0,0,,RPVNMLPJIINFFCB18CC
南屯區,房地(土地+建物)+車位,臺中市南屯區文心南五路一段181~210號,23.19,住,,,1070914,土地1建物1車位1,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980123,179.56,4,2,2,有,有,有,31000,173,坡道平面,25.76,0,,RPWNMLPJIINFFCB28CC
西屯區,房地(土地+建物)+車位,臺中市西屯區文心路三段1~30號,10.54,商,,,1070920,土地1建物1車位1,十二層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,143.88,3,2,1,有,有,有,25000,174,坡道平面,37.8,0,租金含管理費。,RPOOMLPJIINFFCB57CC
西屯區,房地(土地+建物),臺中市西屯區國安一路151~180號,7.47,住,,,1070925,土地1建物1車位0,十一層,15,套房(1房1廳1衛),住家用,鋼筋混凝土造,0960522,60.09,1,1,1,有,有,有,12000,200,,0.0,0,租金含管理費,RPPOMLPJIINFFCB67CC
西屯區,房地(土地+建物),臺中市西屯區河南路二段241~270號,23.31,住,,,1070920,土地1建物1車位0,三層,13,辦公商業大樓,商業用,鋼筋混凝土造,0800613,203.11,0,0,0,無,有,無,30000,148,,0.0,0,,RPQOMLPJIINFFCB77CC
西屯區,房地(土地+建物),臺中市西屯區漢口路二段1~30號,117.0,其他,,,1071002,土地1建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,0750206,224.72,0,0,0,無,無,無,45000,200,,0.0,0,,RPSOMLPJIINFFCB97CC
西屯區,房地(土地+建物)+車位,臺中市西屯區市政路481~510號,16.63,其他,,,1070920,土地1建物1車位1,十五層,29,辦公商業大樓,見其他登記事項,鋼骨鋼筋混凝土造,1011219,295.77,0,0,0,無,有,無,74576,252,坡道平面,0.0,0,,RPTOMLPJIINFFCB08CC
西屯區,房地(土地+建物)+車位,臺中市西屯區市政北二路271~300號,13.57,其他,,,1070922,土地1建物1車位1,二十層,35,辦公商業大樓,見其他登記事項,見其他登記事項,1070131,211.75,0,0,0,無,有,無,74000,349,坡道平面,0.0,0,,RPUOMLPJIINFFCB18CC
西屯區,房地(土地+建物)+車位,臺中市西屯區朝富路211~240號,16.65,其他,,,1070926,土地1建物1車位1,十三層,34,辦公商業大樓,見其他登記事項,鋼骨鋼筋混凝土造,1040924,293.3,0,0,0,無,有,無,76500,261,坡道平面,0.0,0,,RPVOMLPJIINFFCB28CC
西屯區,房地(土地+建物),臺中市西屯區福星路571~600號,95.0,商,,,1070907,土地1建物1車位0,全,5,透天厝,住商用,鋼筋混凝土造,0761215,101.99,0,0,0,無,無,有,78000,765,,0.0,0,,RPXOMLPJIINFFCB48CC
西屯區,房地(土地+建物),臺中市西屯區安和路151~180號,22.44,住,,,1070927,土地1建物1車位0,四層,11,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1040320,169.49,0,0,0,無,有,無,19500,115,,0.0,0,,RPPPMLPJIINFFCB77CC
西屯區,房地(土地+建物)+車位,臺中市西屯區市政北二路211~240號,14.21,其他,,,1070919,土地1建物1車位2,十層,36,辦公商業大樓,見其他登記事項,鋼骨鋼筋混凝土造,1030403,253.64,0,0,0,無,無,無,68384,270,坡道平面,0.0,0,,RPQPMLPJIINFFCB87CC
西屯區,房地(土地+建物),臺中市西屯區西屯路二段282巷31~60號,3.81,住,,,1070907,土地1建物0車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780104,28.310000000000002,1,0,1,有,無,有,5000,177,,0.0,0,"此件為台中市政府社會住宅包租代管試辦計畫租金,原價租金5556,房東租金9折5000,房客租金7折3889",RPSPMLPJIINFFCB08CC
太平區,房地(土地+建物),臺中市太平區中山路一段245巷1~30號,4.99,,鄉村區,乙種建築用地,1070907,土地1建物0車位0,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880909,17.23,1,0,1,有,無,有,3800,221,,0.0,0,"此件為台中市政府社會住宅包租代管試辦計畫租金,原價租金4222,房東租金9折3800,房客租金9折3800",RPWNMLPJIINFFJB98CC
太平區,房地(土地+建物),臺中市太平區中山路一段245巷1~30號,2.57,,鄉村區,乙種建築用地,1070908,土地1建物0車位0,四層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880909,24.11,1,0,1,有,無,有,3800,158,,0.0,0,"此件為台中市政府社會住宅包租代管試辦計畫租金,原價租金4222,房東租金9折3800,房客租金9折3800",RPOOMLPJIINFFJB28CC
西區,房地(土地+建物)+車位,臺中市西區公益路361~390號,29.03,住,,,1070912,土地1建物1車位1,十一層,17,辦公商業大樓,商業用,鋼筋混凝土造,0800118,300.75,0,0,0,無,有,無,45000,150,坡道機械,0.0,0,,RPVNMLPJIINFFAB97CC
西區,房地(土地+建物),臺中市西區東興路三段151~180號,13.64,住,,,1070926,土地2建物1車位0,九層,14,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0850328,153.26999999999998,0,0,0,無,有,有,26200,171,,0.0,0,,RPXNMLPJIINFFAB18CC
南區,房地(土地+建物),臺中市南區平順街121~150號,4.9,住,,,1070910,土地1建物0車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710918,85.35000000000001,3,2,1,有,無,有,17100,200,,0.0,0,"此件為台中市政府社會住宅包租代管試辦計畫租金,原價租金19000,房東租金9折17100,房客租金7折13300",RPSOMLPJIINFFAB77CC
中區,房地(土地+建物),臺中市中區民權路151~180號,1.93,住,,,1070907,土地2建物1車位0,十七層,28,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0860131,37.55,1,0,1,有,有,有,6030,161,,0.0,0,臺中市包租代管案件租金市價打9折。,RPTOMLPJIINFFAB87CC
烏日區,房地(土地+建物)+車位,臺中市烏日區三榮路二段361~390號,39.46,住,,,1070913,土地1建物1車位1,四層,19,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060526,203.37,3,2,2,有,有,有,23000,113,坡道平面,34.34,0,,RPUNMLPJIINFFIB68CC
烏日區,房地(土地+建物)+車位,臺中市烏日區健行南路31~60號,20.04,住,,,1070918,土地1建物1車位1,十二層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020527,117.08,2,2,1,有,有,有,14500,124,坡道平面,27.22,0,租金含管理費。,RPQOMLPJIINFFIB38CC
豐原區,建物,臺中市豐原區安康路31~60號,0.0,住,,,1070908,土地0建物1車位1,十層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060612,174.88,4,2,2,有,有,有,23000,132,坡道平面,23.32,0,,RPPNMLSJIINFFDB97CC
西區,建物,臺中市西區民興街121~150號,0.0,,,,1071001,土地0建物1車位0,全,3,透天厝,商業用,加強磚造,,133.14,0,2,2,有,無,無,18000,135,,0.0,0,,RPOOMLSJIINFFAB67CC
西區,建物,臺中市西區向上一街1~30號,0.0,住,,,1070918,土地0建物1車位1,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880115,111.97999999999999,3,2,2,有,有,無,13500,121,坡道機械,7.51,0,,RPQPMLSJIINFFAB97CC
神岡區,土地,光啟段751~780地號,506.12,農,,,1071001,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,25000,49,,0.0,0,,RPRNMLSJIINFFDB28DC
西屯區,建物,臺中市西屯區大容西街31~60號,0.0,住,,,1070912,土地0建物1車位0,二層,21,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0861121,321.65,0,0,0,無,有,無,45000,140,,0.0,0,,RPUNMLSJIINFFCB38CC
南屯區,房地(土地+建物),臺中市南屯區龍富路四段61~90號,1361.77,住,,,1070929,土地1建物1車位0,二層,2,店面(店鋪),見其他登記事項,鋼筋混凝土造,1070112,229.10000000000002,0,0,0,有,無,有,45000,196,,0.0,0,,RPUOMLSJIINFFCB48CC
西屯區,土地,福德段31~60地號,801.16,住,,,1071001,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,450000,562,,0.0,0,,RPVOMLSJIINFFCB58CC
西屯區,建物,臺中市西屯區西屯路二段上石北2巷1~30號,0.0,商,,,1070921,土地0建物0車位0,一層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820218,24.23,1,0,1,有,有,有,6800,281,,0.0,0,1租金含管理費。2公設面積除以三為計算(依客戶填寫)。,RPOQMLSJIINFFCB08CC
西屯區,房地(土地+建物),臺中市西屯區文心路三段1~30號,6.24,商,,,1070919,土地1建物1車位0,六層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,61.55,0,0,0,無,有,有,15500,252,,0.0,0,,RPPQMLSJIINFFCB18CC
西屯區,車位,臺中市西屯區文心路三段1~30號,0.0,,,,1070919,土地0建物0車位1,,,其他,,,,37.8,0,0,0,有,有,無,3300,,坡道平面,37.8,3300,,RPRQMLSJIINFFCB38CC
西屯區,房地(土地+建物)+車位,臺中市西屯區文心路三段1~30號,6.24,商,,,1070928,土地1建物1車位1,十四層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,99.36,0,0,0,無,有,有,18000,181,坡道平面,0.0,0,,RPSQMLSJIINFFCB48CC
西屯區,房地(土地+建物),臺中市西屯區文心路三段1~30號,8.57,商,,,1070920,土地1建物1車位0,十八層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,84.86,2,1,2,有,有,有,25000,295,,0.0,0,,RPVQMLSJIINFFCB78CC
西屯區,房地(土地+建物),臺中市西屯區文心路三段1~30號,5.99,商,,,1070928,土地1建物1車位0,二十六層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,58.489999999999995,0,0,0,無,有,有,15500,265,,0.0,0,,RPWQMLSJIINFFCB88CC
西屯區,房地(土地+建物),臺中市西屯區文心路三段1~30號,6.71,商,,,1070918,土地1建物1車位0,二十六層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,66.84,0,0,0,無,有,有,18000,269,,0.0,0,,RPXQMLSJIINFFCB98CC
北屯區,建物,臺中市北屯區中清路二段91~120號,0.0,商,,,1070920,土地0建物0車位0,見其他登記事項,4,店面(店鋪),商業用,鋼筋混凝土造,0660601,98.55,0,1,1,有,無,無,26000,264,,0.0,0,,RPTPMLSJIINFFBB38CC
北區,房地(土地+建物),臺中市北區中清路一段451~480號,19.34,住,,,1070910,土地1建物0車位0,全,4,透天厝,住商用,鋼筋混凝土造,0660806,62.76,1,0,1,有,無,有,9000,143,,0.0,0,"此件為台中市政府社會住宅包租代管試辦計畫租金,原價租金10000,房東租金9折9000,房客租金5折5000",RPVPMLSJIINFFBB58CC
北屯區,房地(土地+建物),臺中市北屯區昌平路二段1~30號,12.36,住,,,1070911,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0950404,45.0,1,1,1,有,無,有,11000,244,,0.0,0,"此件為台中市政府社會住宅包租代管試辦計畫租金,原價租金12222,房東租金9折11000,房客租金7折8555",RPTOMLTJIINFFBB38CC
北區,房地(土地+建物),臺中市北區育德路31~60號,8.31,住,,,1070912,土地1建物1車位0,全,3,透天厝,住商用,鋼筋混凝土加強磚造,0650922,26.0,1,0,1,有,無,有,5000,192,,0.0,0,"此件為台中市政府社會住宅包租代管試辦計畫租金,原價租金5555,房東租金9折5000,房客租金5折2800",RPWOMLTJIINFFBB68CC
南屯區,土地,永新段91~120地號,388.0,住,,,1071002,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,113080,291,,0.0,0,租賃範圍含地上一層合法建物，面積：137.39平方公尺，未辦竣保存登記,RPPOMLTJIINFFCB08CC
南屯區,土地,永新段91~120地號,312.0,住,,,1071002,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,94360,302,,0.0,0,租賃範圍含地上一層合法建物，面積：145.58平方公尺，未辦竣保存登記,RPQOMLTJIINFFCB18CC
西屯區,建物,臺中市西屯區文心路三段1~30號,0.0,商,,,1070922,土地0建物1車位2,二十八層,28,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980713,331.3,3,2,3,有,有,有,60000,181,坡道平面,57.7,0,租金含管理費,RPSOMLTJIINFFCB38CC
南屯區,建物,臺中市南屯區文山三街121~150號,0.0,住,,,1070923,土地0建物1車位0,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010224,121.31,3,2,2,有,有,有,16000,132,,0.0,0,租金含管理費,RPTOMLTJIINFFCB48CC
西屯區,房地(土地+建物)+車位,臺中市西屯區市政北二路211~240號,14.37,商,,,1070913,土地1建物1車位2,三十一層,39,辦公商業大樓,見其他登記事項,鋼骨鋼筋混凝土造,1030403,257.85,0,0,0,無,有,有,86000,334,坡道平面,40.2,0,,RPQPMLTJIINFFCB28CC
西屯區,房地(土地+建物)+車位,臺中市西屯區市政北二路211~240號,20.33,商,,,1070913,土地1建物1車位3,三十一層,39,辦公商業大樓,見其他登記事項,鋼骨鋼筋混凝土造,1030403,406.39,0,0,0,無,無,無,128000,315,坡道平面,60.27,0,,RPTPMLTJIINFFCB58CC
太平區,建物,臺中市太平區中山路一段245巷1~30號,0.0,,鄉村區,乙種建築用地,1070912,土地0建物1車位0,五層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0880909,13.15,1,0,1,有,無,有,4500,342,,0.0,0,"此件為台中市政府社會住宅包租代管試辦計畫租金,原價租金5000,房東租金9折4500,房客租金7折3500",RPXNMLTJIINFFJB86CC
太平區,建物,臺中市太平區中山路一段245巷1~30號,0.0,,鄉村區,乙種建築用地,1070912,土地0建物1車位0,四層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0880909,12.79,1,0,1,有,無,有,3800,297,,0.0,0,"此件為台中市政府社會住宅包租代管試辦計畫租金,原價租金4222,房東租金9折3800,房客租金9折3800",RPOOMLTJIINFFJB68CC
西區,建物,臺中市西區忠明南路91~120號,0.0,住,,,1070918,土地0建物1車位0,二層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0951222,123.78999999999999,2,2,2,有,有,有,25000,202,,0.0,0,,RPUNMLTJIINFFAB28CC
西區,建物,臺中市西區精誠路61~90號,0.0,住,,,1070925,土地0建物1車位1,二層,14,辦公商業大樓,商業用,鋼筋混凝土造,0791016,340.15999999999997,0,0,0,無,有,無,80000,235,坡道平面,0.0,0,1車位面積無法分算。2租金調漲:第三年起租金84000元，第五年起租金89000元。3有免租裝潢期。,RPXNMLTJIINFFAB58CC
西區,房地(土地+建物),臺中市西區公正路156巷1~30號,87.0,住,,,1070910,土地1建物1車位0,全,2,透天厝,住家用,見其他登記事項,0620403,80.48,3,2,1,有,無,無,24000,298,,0.0,0,租金：第一至三年每月新台幣﹝以下同﹞貳萬四千元整；第四、五年每月貳萬八千元整,RPOOMLTJIINFFAB77CC
豐原區,房地(土地+建物),臺中市豐原區富陽路235巷252弄31~60號,121.07,住,,,1071001,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,0731015,112.91,4,2,2,有,無,有,13000,115,,0.0,0,,RPQNMLTJIINFFDB18CC
大雅區,房地(土地+建物)+車位,臺中市大雅區中清路三段1132巷1~30號,24.28,住,,,1070917,土地1建物1車位1,十一層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1030122,172.35,3,2,2,有,有,有,22000,128,坡道平面,72.99,0,,RPQNMLTJIINFFHB58CC
烏日區,房地(土地+建物)+車位,臺中市烏日區興德街31~60號,3205.73,住,,,1071001,土地1建物1車位1,十層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0820816,62.45,2,2,1,有,有,有,12000,0,升降機械,193.76,0,,RPWNMLTJIINFFIB66CC
烏日區,房地(土地+建物),臺中市烏日區九德街150巷1~30號,422.5,住,,,1070930,土地2建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0960531,137.59,3,2,3,有,無,無,18000,131,,0.0,0,,RPSOMLTJIINFFIB98CC
霧峰區,房地(土地+建物),臺中市霧峰區五福西路271~300號,2441.59,,特定農業區,丁種建築用地,1071001,土地2建物1車位0,見其他登記事項,1,廠辦,見其他登記事項,見其他登記事項,0990115,202.01,0,0,0,無,無,無,120000,594,,0.0,0,,RPRPMLTJIINFFIB98CC
西屯區,房地(土地+建物),臺中市西屯區龍門路93巷1~30號,168.6,住,,,1071001,土地2建物1車位0,全,5,透天厝,見其他登記事項,鋼筋混凝土造,0970201,312.56,4,2,5,有,無,無,80000,256,,0.0,0,,RPTNMLKKIINFFCB57CC
西屯區,房地(土地+建物),臺中市西屯區精誠路50巷1~30號,231.0,商,,,1071001,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721021,115.56,3,2,2,有,無,無,21000,182,,0.0,0,,RPUNMLKKIINFFCB67CC
